,city,year,weekofyear,week_start_date,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
72,sj,1991,38,1991-09-17,0.1688714,29.53,300.527142857,300.6,296.901428571,298.8,28.8,80.8771428571,29.53,18.4,28.9142857143,33.3,24.4,7.9,89
73,sj,1991,39,1991-09-24,0.2181429,73.55,300.06,300.05,296.59,298.2,77.5,81.4242857143,73.55,18.0442857143,28.1428571429,32.8,24.4,31.8,92
74,sj,1991,40,1991-10-01,0.1955571,31.68,299.65,299.69285714299997,296.397142857,298.3,60.0,82.4857142857,31.68,17.85,27.7428571429,32.8,23.3,26.5,140
75,sj,1991,41,1991-10-08,0.1681667,32.1,299.562857143,299.671428571,295.887142857,297.6,55.1,80.5157142857,32.1,17.3442857143,27.657142857100002,31.7,22.8,8.3,116
76,sj,1991,42,1991-10-15,0.1070286,3.29,299.897142857,299.921428571,296.018571429,298.1,31.19,79.3828571429,3.29,17.4314285714,28.5428571429,33.9,24.4,21.3,142
77,sj,1991,43,1991-10-22,0.1998714,50.24,299.891428571,299.992857143,295.455714286,298.0,12.6,76.7771428571,50.24,16.85,27.8285714286,32.8,23.3,3.5,129
78,sj,1991,44,1991-10-29,0.12131669999999999,72.61,299.905714286,299.992857143,295.918571429,298.1,26.83,78.9871428571,72.61,17.3757142857,28.1142857143,32.8,24.4,4.8,140
79,sj,1991,45,1991-11-05,0.1193857,42.92,299.09,299.278571429,295.567142857,297.3,74.83,81.05857142859999,42.92,16.9671428571,27.1857142857,32.2,22.8,41.4,140
80,sj,1991,46,1991-11-12,0.1980571,78.73,298.685714286,298.785714286,295.61571428599996,297.4,72.7,83.5142857143,78.73,17.0614285714,26.657142857100002,31.1,22.2,28.2,127
81,sj,1991,47,1991-11-19,0.1796429,0.0,298.698571429,298.707142857,294.03,297.1,15.1,75.5485714286,0.0,15.46,26.3142857143,30.0,22.2,9.4,129
82,sj,1991,48,1991-11-26,0.16618570000000002,35.34,298.375714286,298.5,294.93857142900004,296.9,78.43,81.4857142857,35.34,16.3228571429,26.271428571399998,30.0,22.2,76.2,169
83,sj,1991,49,1991-12-03,0.13445710000000002,0.0,298.642857143,298.842857143,294.974285714,297.7,35.1,80.27571428569999,0.0,16.34,26.728571428600002,30.6,23.3,19.6,141
84,sj,1991,50,1991-12-10,0.2289429,0.0,298.518571429,298.592857143,294.51428571400004,297.3,26.8,78.6214285714,0.0,15.8842857143,25.6142857143,29.4,21.7,34.2,108
85,sj,1991,51,1991-12-17,0.04045714,0.0,298.08428571400003,298.135714286,292.86571428599996,296.6,8.76,72.8614285714,0.0,14.3357142857,25.0,28.9,20.6,6.1,78
86,sj,1991,52,1991-12-24,0.1297556,0.0,296.521428571,296.507142857,292.04571428599996,294.3,19.3,76.1271428571,0.0,13.635714285699999,24.3571428571,28.3,19.4,13.7,70
87,sj,1992,1,1992-01-01,0.18136670000000002,0.0,296.521428571,296.507142857,292.04571428599996,294.3,19.3,76.1271428571,0.0,13.635714285699999,24.3571428571,28.3,19.4,13.7,81
88,sj,1992,2,1992-01-08,0.1127857,200.85,297.912857143,298.12142857099997,294.457142857,296.1,18.3,81.3,200.85,15.878571428599999,25.657142857100002,30.6,20.6,58.2,104
89,sj,1992,3,1992-01-15,0.1994143,3.12,297.338571429,297.48571428599996,294.467142857,295.6,19.8,84.1171428571,3.12,15.8328571429,25.471428571399997,31.1,21.7,32.3,90
90,sj,1992,4,1992-01-22,0.1688714,0.0,297.091428571,297.335714286,293.021428571,295.6,5.11,78.2914285714,0.0,14.4828571429,24.8571428571,30.6,20.0,1.3,85
91,sj,1992,5,1992-01-29,0.1919286,0.0,297.42,297.55,292.718571429,295.5,6.5,75.22,0.0,14.1857142857,24.8,28.9,20.0,9.2,55
92,sj,1992,6,1992-02-05,0.18795710000000002,0.0,296.92,297.12857142900003,292.61714285700003,294.5,16.2,77.05857142859999,0.0,14.1228571429,24.714285714299997,30.6,20.0,3.0,53
93,sj,1992,7,1992-02-12,0.17885710000000002,0.0,297.798571429,298.05714285700003,294.65,295.3,20.1,82.8757142857,0.0,16.06,26.028571428600003,32.2,20.0,1.3,65
94,sj,1992,8,1992-02-19,0.20305710000000002,0.0,297.898571429,298.107142857,293.62857142900003,296.3,4.4,77.2957142857,0.0,15.0128571429,25.7571428571,33.9,21.7,8.9,33
95,sj,1992,9,1992-02-26,0.1630571,0.0,297.472857143,297.678571429,292.967142857,296.3,14.4,76.0371428571,0.0,14.3814285714,25.285714285700003,29.4,21.7,16.0,38
96,sj,1992,10,1992-03-04,0.1928571,0.0,297.651428571,297.8,293.317142857,295.7,5.5,76.8785714286,0.0,14.701428571400001,25.657142857100002,31.1,20.6,2.9,59
97,sj,1992,11,1992-03-11,0.1551,23.22,297.63428571400004,297.785714286,293.54,296.1,12.6,78.0571428571,23.22,14.944285714300001,25.785714285700003,31.7,21.7,5.9,40
98,sj,1992,12,1992-03-18,0.13451429999999998,0.0,297.947142857,298.15,293.708571429,295.5,3.56,77.5057142857,0.0,15.135714285699999,26.1,31.1,21.7,4.8,37
99,sj,1992,13,1992-03-25,0.1068,0.0,297.218571429,297.428571429,293.578571429,295.8,21.0,80.2385714286,0.0,14.968571428599999,26.2,32.2,22.2,2.3,29
100,sj,1992,14,1992-04-01,0.1769,122.27,297.982857143,298.071428571,293.88428571400004,296.0,16.2,78.0671428571,122.27,15.264285714300001,26.228571428600002,31.1,21.7,24.1,30
101,sj,1992,15,1992-04-08,0.1243857,43.21,298.682857143,298.87857142900003,294.195714286,295.9,11.1,76.3757142857,43.21,15.6128571429,26.985714285700002,32.8,21.7,0.0,30
102,sj,1992,16,1992-04-15,0.17298570000000002,83.11,297.831428571,298.0,294.94285714299997,296.6,70.6,84.1842857143,83.11,16.3242857143,26.8142857143,31.7,22.8,24.5,28
103,sj,1992,17,1992-04-22,0.1548286,36.16,298.088571429,298.257142857,294.048571429,296.5,25.8,78.4257142857,36.16,15.4528571429,26.6714285714,31.7,22.2,4.6,23
104,sj,1992,18,1992-04-29,0.08944286,0.0,298.197142857,298.521428571,293.4,295.6,4.0,74.9328571429,0.0,14.9,27.3714285714,33.9,23.3,1.6,24
105,sj,1992,19,1992-05-06,0.2073571,13.92,298.335714286,298.44285714299997,294.221428571,296.0,45.0,78.48,13.92,15.75,26.785714285700003,33.9,22.2,32.0,29
106,sj,1992,20,1992-05-13,0.1259,2.94,298.33428571400003,298.51428571400004,294.275714286,296.4,27.5,78.38142857140001,2.94,15.6871428571,27.4428571429,31.1,22.8,8.1,26
107,sj,1992,21,1992-05-20,0.0574,71.85,298.408571429,298.55714285700003,295.767142857,296.8,570.5,85.6471428571,71.85,17.2328571429,27.8571428571,32.8,23.3,22.1,23
108,sj,1992,22,1992-05-27,0.2130143,186.25,298.61571428599996,298.75,296.33428571400003,297.0,130.3,87.3014285714,186.25,17.8328571429,27.4285714286,31.7,23.9,80.2,20
109,sj,1992,23,1992-06-03,0.1022286,42.24,299.104285714,299.228571429,296.522857143,297.8,50.0,85.8271428571,42.24,17.9957142857,27.5,31.7,22.8,103.9,19
110,sj,1992,24,1992-06-10,0.11177139999999999,43.21,298.901428571,298.964285714,296.154285714,297.6,43.8,84.87,43.21,17.57,28.2,32.8,24.4,102.4,20
111,sj,1992,25,1992-06-17,0.19208570000000003,52.07,298.93142857099997,298.957142857,296.042857143,297.0,37.1,84.2485714286,52.07,17.4414285714,28.285714285700003,32.8,24.4,29.8,26
112,sj,1992,26,1992-06-24,0.11475,52.96,299.56857142900003,299.55,296.38428571400004,298.0,33.7,82.7771428571,52.96,17.8071428571,28.485714285700002,32.8,23.9,5.4,29
113,sj,1992,27,1992-07-01,0.1684714,10.74,300.17714285700004,300.37857142900003,296.275714286,298.3,10.0,79.33428571430001,10.74,17.6671428571,29.228571428600002,33.3,25.6,3.1,31
114,sj,1992,28,1992-07-08,0.1530714,1.86,300.285714286,300.564285714,296.198571429,298.7,5.4,78.4971428571,1.86,17.5685714286,28.728571428600002,32.8,24.4,1.8,28
115,sj,1992,29,1992-07-15,0.18253329999999998,94.14,299.79,299.828571429,296.052857143,298.0,46.1,80.15,94.14,17.43,27.6285714286,31.7,23.9,45.2,26
116,sj,1992,30,1992-07-22,0.1288714,33.51,299.227142857,299.37142857099997,295.875714286,298.0,69.04,81.9842857143,33.51,17.2485714286,27.5571428571,31.7,23.3,41.0,32
117,sj,1992,31,1992-07-29,0.14991429999999997,31.12,299.025714286,299.107142857,295.745714286,297.7,58.8,82.3457142857,31.12,17.1142857143,27.971428571399997,32.2,22.8,14.2,35
118,sj,1992,32,1992-08-05,0.14505710000000002,59.22,299.755714286,299.914285714,296.158571429,297.6,27.1,80.7842857143,59.22,17.5471428571,28.0714285714,31.7,23.3,16.6,33
119,sj,1992,33,1992-08-12,0.2192714,65.55,299.215714286,299.221428571,296.007142857,297.8,81.8,82.75,65.55,17.4157142857,27.6714285714,31.7,22.8,41.9,30
120,sj,1992,34,1992-08-19,0.1925714,68.22,299.491428571,299.73571428599996,296.214285714,298.3,61.6,82.3171428571,68.22,17.6014285714,28.214285714299997,33.9,24.4,42.7,52
121,sj,1992,35,1992-08-26,0.22175709999999998,27.7,300.067142857,300.157142857,296.05714285700003,298.1,28.9,78.86428571430001,27.7,17.4585714286,28.271428571399998,32.2,23.9,3.1,59
122,sj,1992,36,1992-09-02,0.12565710000000002,61.55,300.108571429,300.157142857,296.17571428599996,298.4,34.36,79.2042857143,61.55,17.564285714300002,28.728571428600002,34.4,24.4,6.5,67
123,sj,1992,37,1992-09-09,0.2148286,21.34,299.727142857,299.757142857,295.937142857,298.2,87.2,79.93,21.34,17.3528571429,28.028571428600003,32.2,23.9,23.6,65
124,sj,1992,38,1992-09-16,0.1588143,41.32,299.978571429,300.071428571,296.111428571,298.4,32.6,79.52571428569999,41.32,17.5414285714,28.1428571429,32.8,23.9,28.9,74
125,sj,1992,39,1992-09-23,0.2122714,95.55,299.292857143,299.37857142900003,296.281428571,297.9,116.79,83.7,95.55,17.7514285714,27.5571428571,32.8,23.3,60.9,70
126,sj,1992,40,1992-09-30,0.09435,97.7,299.624285714,299.707142857,296.13,297.6,34.2,81.2971428571,97.7,17.6042857143,27.971428571399997,33.3,23.3,22.6,61
127,sj,1992,41,1992-10-07,0.1911,23.1,300.267142857,300.328571429,296.424285714,298.3,19.4,79.7371428571,23.1,17.8971428571,28.8857142857,35.0,23.9,0.0,53
128,sj,1992,42,1992-10-14,0.18322860000000002,18.95,300.11857142900004,300.228571429,295.892857143,297.7,11.3,77.83428571430001,18.95,17.3085714286,29.157142857100002,33.3,25.0,8.0,76
129,sj,1992,43,1992-10-21,0.11298330000000001,12.18,299.848571429,299.914285714,295.645714286,298.4,21.5,77.8757142857,12.18,17.0442857143,28.657142857100002,32.8,23.9,11.9,61
130,sj,1992,44,1992-10-28,0.1124286,80.58,299.802857143,299.842857143,295.805714286,297.0,25.0,78.91,80.58,17.247142857100002,28.6714285714,33.3,23.9,18.6,57
131,sj,1992,45,1992-11-04,0.2498571,64.0,299.80714285700003,299.85,296.27,298.5,27.7,81.0528571429,64.0,17.73,28.3857142857,33.3,22.2,14.2,44
132,sj,1992,46,1992-11-11,0.0668,40.06,299.041428571,299.207142857,295.07428571400004,297.4,31.72,79.0128571429,40.06,16.481428571400002,27.5428571429,31.7,22.8,161.0,34
133,sj,1992,47,1992-11-18,0.06401429,43.44,298.342857143,298.285714286,294.652857143,296.6,49.97,80.2557142857,43.44,16.067142857100002,26.6857142857,31.1,22.2,26.1,47
134,sj,1992,48,1992-11-25,0.11982860000000001,47.42,298.664285714,298.742857143,296.041428571,296.9,128.1,85.5871428571,47.42,17.5285714286,27.4,32.8,23.3,46.3,60
135,sj,1992,49,1992-12-02,0.15275,53.73,298.46,298.55,295.25285714299997,297.0,54.8,82.6485714286,53.73,16.678571428599998,26.6285714286,31.1,22.2,62.6,60
136,sj,1992,50,1992-12-09,0.21596669999999998,86.28,298.734285714,298.914285714,294.65,297.5,19.23,78.3114285714,86.28,16.0242857143,26.9142857143,31.1,22.2,9.4,53
137,sj,1992,51,1992-12-16,0.1941286,0.0,298.285714286,298.507142857,293.828571429,296.4,24.94,76.66142857140001,0.0,15.251428571400002,26.6857142857,32.2,21.7,47.5,36
138,sj,1992,52,1992-12-23,0.0733125,0.0,297.172857143,297.35,292.8,296.1,23.8,76.7571428571,0.0,14.3242857143,25.9142857143,29.4,21.7,5.5,31
139,sj,1993,53,1993-01-01,0.0733125,0.0,297.172857143,297.35,292.8,296.1,23.8,76.7571428571,0.0,14.3242857143,25.9142857143,29.4,21.7,5.5,30
140,sj,1993,1,1993-01-08,0.04645714,46.79,297.467142857,297.55,294.15,296.1,41.9,81.8785714286,46.79,15.52,25.8714285714,30.6,21.7,28.0,32
141,sj,1993,2,1993-01-15,0.1092,0.0,297.331428571,297.342857143,293.06857142900003,296.2,27.5,77.1442857143,0.0,14.4671428571,24.5,28.3,20.6,23.5,28
142,sj,1993,3,1993-01-22,0.22002860000000002,0.0,297.401428571,297.62857142900003,293.075714286,296.2,11.2,76.9842857143,0.0,14.49,24.8571428571,30.0,20.0,6.6,33
143,sj,1993,4,1993-01-29,0.1473833,0.0,296.967142857,297.12857142900003,292.841428571,295.5,21.8,77.8628571429,0.0,14.3071428571,24.4,28.9,20.0,15.2,33
144,sj,1993,5,1993-02-05,0.09468571,75.97,297.624285714,297.685714286,294.032857143,295.6,26.3,80.61,75.97,15.4528571429,26.6714285714,31.7,19.4,9.4,35
145,sj,1993,6,1993-02-12,0.20478570000000001,0.0,296.594285714,296.8,292.87142857099997,294.7,14.3,79.8257142857,0.0,14.385714285699999,25.4285714286,30.0,20.6,2.1,22
